rating,"review text"
1,"Это что за беспредел ;!!! Заказала масло ! Пришла свечка какая то , деньги на ветер ! Не заказывайте у этого продавца ! Полная подстава за такие деньги"
1,Это что простите??? Первый раз с таким столкнулась не смотрела сразу в пункте выдачи увидела дома!!!
1,"Это, пожалуй, мой самый ужасный опыт с использованием кремов. Хочется верить, что продукт качественный, просто не подошел лично мне. Выглядит шикарно, консистенция матовая, мягкая, после нанесения действительно создается впечатление, будто он разбивается на множество капелек воды. Но проблема в том, что он не впитывается, остается липкая пленка, лицо буквально сразу после нанесения крема выглядит, будто я сильно вспотела. Когда я его заказывала, у меня были намерения блистать, а не блестеть."
1,"Этот сироп употреблять никто в нашей семье не смог. В ооочень сладкой субстанции намешали раздробленные сухие ягоды вместе с косточками. Какая польза может быть от этого песка из сухих ягод и костей в очень сладком сиропе? 
Не рекомендую"
1,Эффект нулевой🙈
1,Эффекта не было. Даже после бани пробовала.
1,"Эффекта нет, товар пришёл не упакованный и полу пустой"
1,"Эффекта никакого абсолютно. Зря растение только иглой поцарацапала. И подмазывала ещё пасту на эти места, но все равно ничего."
1,"Я в шоке. Писали ,что товар задерживается. 
Уведомления о прибытии не было!
14.10.2020 в 3 часа ночи подтверждение получения.
Я товар не получала!!! Прошу вернуть деньги!"
1,"Я дико недовольна!! Ребята, делайте что-то с поставками. Если написано что отгружает продавец, то он и должен отгружать!! А мне прислали кофе от июня 2020!!! "
1,"Я если честно вообще не увидела эффекта ! Легкий пилинг, и то из-за того, что палочкой пыталась что-то выдавить. Удивляюсь, как у предыдущих комментаторов такие потрясающие  результаты 😟😟😟"
1,"Я и до этого не верил во все жидкости спортпита. Результат принесли усиленные тренировки, а потел что принимая этот концентрат что не принимая"
1,"Я не знаю, может мне попался такой рулон. Все не четко от слова совсем!"
1,"Я не могу оценить эти патчи, из за того что пришли совершенно другие, я заказывала двое патчей разных сразу, пришли двое одинаковых. Эта оценка не товару, а работником склада которые собирают и отправляют заказы."
1,"Я не понимаю кто пишет положительные отзывы об этом аппарате и всех вводит в заблуждение. Купила для ткани из-за специальной насадки, которая перестала работать через 30 минут, пришлось заменить ее на насадку для дерева, которая кое-как работает. Модель выпускается без каких либо апгрейдов с 70-х, топорная работа, иглы меняются ооооочень неудобно, ручка греется, работать не удобно, одним словом выброшенные деньги, таким аппаратам место в музее или на свалке."
1,"Я не поняла.Как можно прислать вместо духов,  какой то кондиционер для волос.Как хоть заказ собираете.Обидно.Я очень духи ждала.😔"
1,"Я ожидала, что у меН получится вкусное кофе с пенкой, а получилось кофе со вкусом «типа» кокоса и плавающие массы кокосового молока, вдобавок к тому, после выпитого данного напитка - вся семья далеко от дома уйти не может, живот скручивает 😭 и дело точно у молоке, ибо ничего нового в этот день не ели, а попробовали только этот продукт добавить, о чём очень потом пожалели(("
1,"Я очень расстроена, так как прислали целую коробку не того джема ! Шёл тоже долго.Такой не ем, обнаружила , что прислали не тот только дома. "
1,Явная подделка! Аромата вообще ноль. Отдаленно где то пахнет ванилином. Даже по шрифту видно что это не оригинал .
1,"вместо этого заменителя сахара привезли чай вечерний и утренний... и не одному мне, судя по отзывам))"
1,"вся упаковка была в пасте, ужасная доставка. И уже не первый раз доставляют продукты с повреждениями."
1,"вы когда отправляете не смотрите на товар что ли, частенько вы высылаете бракованный товар,на этот раз лупа с осколом."
1,заказала несколько разных. смородиновый ждала больше всех. прибыл в пункт выдачи - баночка вдребезги. .жаль
1,"к КС домофонам не подходит, либо брак...  и вернуть нельзя"
1,"мука ужасного качества!!! Пару раз пыталась приготовить, на вкус как манка. Пришлось выкинуть. Я разочарованна!"
1,"нанесла маску, жду, минуты 4 от силы прошло, сняла. высыпало весь лоб."
1,ничего не выросло :(
1,очень жалко...
1,"поддон и крышка хлипкие, одноразовые. Только торфяные горшочки хорошие. Не советую к покупке."
1,половина банки костей и желе мяса почти нет покупать не советую
1,пришли наклейки 
1,пришёл разбитый пузырёк
1,"просто пипец, покупаю такой крем не первый раз, но как упакован слов нет. Крыша поцарапана как будто ключами водили или валялась где-то, банка была в креме когда я сняла упаковку, зато крышка была плотно закрыта, интересно как так вышло. Консистенция другая по сравнению крема из магазина. Ну и самое любимое у продавцов заклеивать код. Заказывать больше не буду, лучше уж в магазинах буду брать."
1,"упаковка повреждена! а товар не возвратный! Поставщику минус и претензия! Это плохо. что нельзя проверить перед тем . как покупать. как было раньше! перекладывают убытки на плечи потребителя , верните назад возможно посмотреть товар перед покупкой! нельзя все оплачивать вперед! это не удобно, у меня не всегда есть безнал. иногда лучше отдать налом курьеру."
1,"фигня полная, не отпечатывает, зазоры внутренние слишком малы и лак отпечатывается не так четко "
1,"чиа вообще не разбухают,выкинула банку"
1,"что произошло не знаю. купила две базы лианейл каучуковую и вот эту тонкую. каучуковая сохнет в выравнивающем слое, а эта не сохнет СОВСЕМ! я мастер, беру не для домашнего использования. знаю как, что и сколько нужно сушить. она не сохнет даже за 2 минуты! хотя обычно сушу базу 30 секунд. я расстроена. видимо брак какой то. жаль потраченные деньги( "
1,"….не знаю что и сказать!., до этого брали данный корм! Сейчас купили 2 пачки-собаке плохо! Тошнит,..не ест !.., что с кормом???  … была замена какая-то!???????… "
1,"Ждала 4 дня заказ, заказала 2 блокнота. Пришел скраб и детский деревянный конструктор. У сборщиков уже новый год видимо!"
1,"На бирке не указано что это серебро, нет пробы. На самом изделии есть место для пробы, но там пусто. Из чего это? Надувательство? "
1,"Заказывала дважды... и оба раза приходили в таком состоянии ... Поцарапаны , практически полностью ..  хотела бы заказать снова, но боюсь что снова придут в таком «прекрасном» виде .. "
1,"Ну зачем так некрасиво поступать. Отодрали этикетку,запаковали дополнительно в пакет и отправили. В итоге открыла упаковку дома,украшала дверной проем в детской комнате,и прислали маленький размер. Мы с детем итак живём сами на копейки,уже третий месяц декорирую дверь,покупаем по одной упаковке. В этот раз купили две и одна из них - маленький размер. И снова мы остались и без денежек,и с незавершенным декором. Как не стыдно. Для кого-то это мелочь,а для нас - это деньги."
1," В описании указан вес 1 кг, а по факту 0,5 кг. Муж забрал не зная, возврат оформить не так просто. "
1, Ужасные патчи не советую
1,"*очень жидкий,как вода,да и состав оставляет желать лучшего..норм только цена"
1,"1 год уже пользуемся , от постоянного использования появляется переодически покраснение на пальцах . Нам не помогает бросить вредную привычку . Точно не стоит своих денег"
1,"2 раза заказывала и оба раза прислали вместо 500гр 100гр, первый раз ладно, но второй уже прям не приятно..."
1,"""Водка со льдом"", серьёзно? С оригиналом не знакома, но судя по многочисленным отзывам на фраге, он унисекс свежак.
В этом же парфюме — императрица D&G, я её очень хорошо знаю. Никаких заявленных нот тут нет, зато с императрицей схожесть феноменальная. Может, ошибочно залили в флакон?
Конечно, ни разу не унисекс. Женский, для тех самых кисейных барышень.
Разочарование."
1,"А теперь я вообще в шоке .просто переплатила ,тупая Покупка ...129р"
1,"Аромат приятный, но не стойкий совсем"
1,"БЕЗ ЗАПАХА,В СТЕКЛЯННОМ ПУЗЫРЬКЕ,ПОСМОТРЮ В ДЕЙСТВИИ,ПОКА НЕ ПОЛЬЗОВАЛАСЬ"
1,"Бал мало того, что пришёл в вбитой упаковке, так ещё вместо 120 капсул в ней 75!!!!! Что за беспредел? Я в шоке. Заказывай после этого у Вас БАДы и Витамины. "
1,"Бальзам как будто шершавый, не приятно мазать губы"
1,Банка была уже вскрыта и скрабом уже пользовались. 
1,Банка пришла вскрытая.на крышке вмятина.Запах ужасный-значит открыта уже давно и просто испортилась.Отвратительно!!
1,"Банка пришла открытая, полупустая, без какой-либо защитной упаковки."
1,Баночка пришла вскрытая. Нарушена целостность упаковки.
1,Барахло полное
1,"Бензопила пришла без шины, пакет от нее есть, а самой шины нет!!! Я так ждал эту бензопилу, так как дела стоят на месте. А теперь эту бензопилу мне перезаказывать за большую цену, чем была????"
1,Беру данный шампунь на протяжении многих лет. Но в данном случае очень расстроена. Шампунь будто бы подделка. Пахнет мужским неприятным запахом. Кожа головы чешется. Заказала у другого продавца - такого нет
1,"Блеск есть, но на 5 й день скалывается и трескается. Не советую."
1,"Блин и сегодня забрала не те , я думаю уже они халтурят в розовом не стойкие , я хочу поменять "
1,"Большое спасибо! Вы написали, что выключатель есть, а его там нет!!!"
1,"Браво, маэстро!!! Зачем отправлять хrень, когда сам же при переоценке лоХanулся. Едет к тебе твой прикол обратно, плати за доставку."
1,"Быстро ‘испаряется’ на губах, запаха почти нет , а смягчает и увлажняет плохо. Состав натуральный, это хорошо. "
1,"В мае заказала шампунь и бальзам этой серии - пришло что то странно пахнущее хлором или каким то другим химикатом (очень едкий запах). До этого пользовалась данными шампунями и бальзамами, не было такого амбре... Мне сложно подобрать средства для ухода за волосами и это было одно из лучших бюджетных вариантов. Но теперь опасаюсь заказывать."
1,"В первом заказе паста пришла хорошая, упаковка целая, вкус приятный. Вот мой второй заказ. Упаковка вскрыта, паста разлилась по целофану. Разочарование( Заметила уже дома. Пришлось выкинуть. Заказывать больше не буду."
1,"В первый раз покупала были хорошие, консистенция желейное как холодец. Купила во второй раз, водянистая, сомнительная . Дала питомцу , она часто вырывала , хранение возможно не правильное . Но это реально была отрава. Больше не буду заказывать и не советую ."
1,"В составе нет пустырника и валерианы, сплошная химия, пена наверное будет если всыпать пачку, в инструкции написано 4 ст локи(((((брала ребёнку, но теперь придётся пользоваться самой тк в синюю ванну сажать ребёнка страшно, хоть и написано 3+.не советую"
1,"В упаковке не достаёт одного пакета (пауч) Внешней вид коробки явно был поврежден, далее заклеен скотчем . Очень не приятно. "
1,"Вернула, потому что протекала."
1,"Взошли все 10 семян. Но что это были на самом деле за растения или трава не знаем, потому что через неделю они все погибли. Делали все по инструкции. Самый большой росток продержался 1,5 недели... Но как был травой, так и остался."
1,"Вкус очень слабый, посредственный. В консистенции есть курупинки как у многих казеинов. Есть протеины и повкуснее. К примеру клубничный казеин этой же фирмы очень вкусный."
1,"Вкус химозный,не знаю теперь что делать с этим сиропом,добавлю в свою пп выпечку, надеюсь сгодится"
1,"Вкуса розы нет,скорее какой-то непонятный привкус,едва уловимый. Есть с чем сравнивать.Мне подарили лукум со вкусом розы. Который тает во рту, и аромат розы достаточно насыщенный и натуральный.И я решил купить нечто похожее,руководствуясь отзывами.
И вот, не могу понять,толи у людей вкуса нет,или мне такой попался?"
1,"Вкусная паста, но она не из кешью. Урбеч из кешью другой на вкус и цвет. Было бы круто, если бы производитель правду написал. Не рекомендую этот товар"
1,Вкусно ...эффекта 0
1,"Вкусно. Но привезли просроченный!!! Как такое вообще может быть? Я не посмотрела и начала есть и ребёнку давала. А потом смотрю до декабря, а заказ привезли амперных числах декабря. Это вообще как?!"
1,"Вместо 1кг пришло 0,5. На самом пакете наклейка-штрихкод и написано 1кг, на розовой заводской наалейке 0,5. По факту тоже 0,5."
1,Вместо 2 упаковок пришёл только 1
1,"Вместо 5 шт пришло 4, возврат , прошу не учитывать процент. Считайте при получении "
1,"Вместо RL-10, по цене 700₽, присылают левую дешевку, красная цена которой 100₽. Конечно, сами виноваты, что не проверили на пункте, но факт, что продавец явно не порядочный, советую всем кто читает отзывы, не заказывать у них! "
1,Вместо лукума положили витамины
1,Вместо лукума положили льняное масло в капсулах.Прошу не снимать процент выкупа!!! так как вина не моя!
1,Вместо лукума с лепестками роз пришёл с кунжутом
1,"Вместо патчей прислали маску на лицо! Отказалась,хотя патчи нужны были срочно в подарок."
1,"Внутри должны быть семена? У меня ничего,кроме земли."
1,"Возврат! Вместо сиропа, пришёл яблочный уксус. Перезакажу."
1,"Волшебного эффекта, о котором тут пишут, не заметил. Пропив почти всю упаковку эффекта нет совсем: легкие болевые ощущения в суставе снилизись только после снятия физической нагрузки. Зато после приема появляются сильная жажда и ощущение давления в голове."
1,Вообще на окне не держится 
1,"Вообще не понравилась. Жесткая, царапучая. Кажется, будто не контролируешь ситуацию, когда работаешь с ней. Даже не знаю для чего ее приспособить 🤷🏼‍♀️ хотела купить такую же, но с ворсом покороче, теперь не буду, тк она тоже из козы и вероятнее всего такая же по качеству. Эх, надеялась, что у лимони хорошие кисти из натур ворса, а на деле разочарование"
1,Вообще не понравился .решила оставить комментарий после использования 👎этот скраб просто таит на руках не успев скрабировать тело ..
1,"Вообще не стоит своих денег! Делали по инструкции, только хлорид железа сработал красиво. "
1,"Вот в таком состоянии пришла моя арахисовая паста,поэтому и звезда 1."
1,Вот такую красоту привезли...очень неприятно
1,Врёт на +5°
1,"Все банки пришли просроченные,конечно же,не стала проверять сразу,а зря."
1,"Все было прекрасно, пока не начала листать книгу. Очень обидно, покупала ее в подарок"
1,"Все хорошо запечатанно.Но вот сам продукт не поняла,ни какого мочегонно эффекта нет,просто деньги на ветер.Пробовала и две ложки с горкой утром на тощак потом вечером добавила,и ни чего!Деньги на ветер от зелёного чая и то эффектна больше"
1,"Всегда беру урбеч из кешью другого производителя ( паста более светлая и очень плотная). Эта паста жидкая и вкус не такой насыщенный и цвет темнее! Есть ощущение, что паста разбавлена и изначалбное ореховое сврье было обжарено! (((( больше не закажу!"
1,"Всегда заказывают этот топ,но в этот раз пришёл настолько густой,что покрывать им не возможно.Жаль что не посмотрела отзывы и не провери на пункте выдачи.Контролируйте качество продаваемого товара,слишком много недовольных покупателей."
1,"Выкупила не посмотрев 13.12.19 г заказ и только дома спустя несколько дней увидела, что паста просрочена с 13.11. Где контроль качества!!!? Почему людям просрочку толкают!!! 
Подала заявку в разделе Проверка товара, если не удовлетворят пойду дальше!"
1,"Г..но, рвётся... Не понимаю восторженные отзывы."
1,"Гель не понравился, написано что без липкого слоя, а он с липким и ложиться буграми"
1,"Гель, в котором находятся патчи, вытек из пластиковой баночки. Наверно поэтому он находился в целлофановом пакете. Вряд ли при производстве банку поставили в пакет. Возврат. Прошу не снижать % выкупа"
1,Говно редкостное. И на вид и на запах
1,"Горький.Партия от 19 .04.22.До этого брала урбеч из кешью,отличный."
1,Грустно и невкусно 0/10🥺
1,"Густой как база ( так не удобен в работе . Брала такой же у другого продавца, мне понравился . Я не рекомендую( на выброс."
1,"Давайте говорить честно, пахнут они только в упаковке. НИКАКОГО запаха при горении не будет, максимум первые 10 минут. И что самое интересное: фитиль ужасный!!! Сгорит раньше, чем кончится воск.
Купила потому что увидели хорошие отзывы, но ничего хорошего в товаре нет. Лучше купить обычные и самые дешевые свечи без запаха, хотя бы гореть будут дольше, чем эти!
Больше никогда не куплю и не советую"
1,"Дважды присылали другие имена! Не дали возможности подарить полноценный романтический подарок к мероприятию! Однозначно, не рекомендую!"
1,"Девочки не берёте это гавно, это обычный лак для ногтей, вы вообще охринели , сами себе репутацию портите"
1,Делали все точно по инструкции. Ничего не выросло
1,Добрый день! Вайлдберриз что это?!
1,Добрый день! Семена со вкусом плесени возвращаются? Есть их нельзя!
1,"Добрый день. Пришла паста упакованная в пузырьковую плёнку и пакет. Банка Не повреждена, при открытии был щелчок. Очень вкусная , невероятная 😍 Спасибо , буду брать ещё !"
1,"Дополняю отзыв - никакого спирта не было в составе чистящего средства. Кисть изначально была в плохом состоянии, а после промывки стала ещё хуже. Ворс отвратительный - я не знаю, что в эту козу намешали, но таким колючим ворсом можно оставить царапины на коже, а уж тем более на коже глаз. Это худшая кисть, которая у меня вообще была когда-то, не стоит даже 200 рублей"
1,"Дополняю отзыв:после каждодневного двухнедельного использования появилось сильное жжение,когда сняла сегодня патчи ужастнулась,кожа вся красная была, я не аллергик и держала до 30 мин максимум!а также они сползают!и кому интересно разберите состав на экоголике,состав ужастный!Разочарована полностью!"
1,Дрянь ужасная!
1,Ерунда! Зря потраченные деньги ! Повелась на отзывы (
1,"Ерунда.месяц прошел,толку ноль"
1,"Если судить по фото в отзывах кому то реально приходит нормальный чай.
На самом деле фасуют что попало и участвовать в этой лотерее не очень хочется, то что мне пришло это ни то что низший сорт, это похоже то что с пола подмели, какие-то мелкие шарики с ветками половина которых не раскрывается даже в 100°С кипятке, не говоря уже о 90°С как рекомендуется заваривать этот чай. Надпись на пачке кстати гласит (Высш. кат.) даже не знаю как теперь расшифровывать это сокращение. К покупке не рекомендую."
1,Еще и заржавел(
1,"Ждала это мыло 3 недели. И не дождалась. В пункт выдачи заказ так и не пришел, а на сайте оформили, как возврат. Обидно."
1,"Жуткое разочарование, обман! Просто земля в упаковке, пакет для семён пустой, причём вскрыт не был!!!"
1,"Забрала, принесла домой, и офигела.... Упакована была в несколько слоев пупырки, и спаяный пакет. Сняв пупырку, увидев, что все в пасте, открываю дальше, на фото видно, вздутая крышка. Как оказалось, под ней из фольги крышка вскрытая, отогнув её, обнаружила пасты только пол банки. Поставила на весы 164гр с упаковкой!!!! Относить на возврат не стала из-за 115 руб. Буду на выпечку использовать. Претензия, конечно, не к производителю, а к WB"
1,"Заказала 2 бутылочки, одну себе, другую сестре, к одной бутылке не прилагался мерный стаканчик, очень неприятно!!! Расстроили неполным комплектом! Так не делается((("
1,"Заказала 2 пачки , ранее привозила себе эту омегу с севера, пришли обе пачки просроченные : одна до сент 2022, вторая до ноября 2022"
1,"Заказала две пачки салфеток, на пункте выдачи получила, завернутыми в пакет( фото 1). Дома обнаружила, что салфетками кто -то удачно попользовался и вложил обратно в пачки( фото 2). Омерзительно! Не советую не сами салфетки, а данного продавца!"
1,"Заказала насадки RL10, а пришли RL30, поменяйте насадки!!! Что за ерунда, как осуществить замену? "
1,"Заказали этот корм на двоих с подругой.
Моя Муська не ест, ее кот не ест....
Угостила соседских  2 -х  котов, тоже есть не стали."
1,"Заказывала на подарок, своих денег он не стоит, внутри были 2 пластиковых стаканчика, 2 палочки деревянные,  1 ложечка мерная и 2 сухих вещества. Сделали все как написано в инструкции, эффекта никакого не было. Развод на деньги, не берите его!!!"
1,"Заказываю второй раз. Первый раз получила всё в целости и сохранности. Патчи понравились. Во второй раз пришла коробочка без жидкости
 Всё пролилось и размазалось по пакетику. Больше заказывать не буду. Никогда."
1,"Закалывал две упаковки , одна норм , другая открытая и полу пустая, бессовестные"
1,"Запах очень приятный, но вода пришла почти пустая( флакон весь поцарапанный ("
1,"Запах приятный, но толку никакого от него. Волосы как пакля"
1,"Запах просто жесть, как вонючие носки которые забыли в углу на месяц. Растворяется плохо, что с молоком, что с водой, во рту как песок... Может с другими вкусами дела обстоят иначе, но что-то больше нет желания брать той фирмы что либо"
1,"Запах химозный.уверена, пользы ноль. Натуральности никакой нет."
1,"Заявлено,что 5 масок, пришла одна"
1,"Звездочка вьетнамская... больше ничего не чувствую. И выветривался, и отстоялся, но никакого табака, ванили, косточек вишни нет. Все перебивает звездочка. "
1,"Зря не проверил на пункте выдачи! Внутри оказалось все навалено, чашка Петри расколота, фильтровальную бумагу вообще не положили. Вообщем кошмар и ужас"
1,"Зубной порошок просто ужасный. От него воняет какой-то химией или цементом каким-то, даже не знаю чем. Брала чистить съёмные брекеты для ребенка. Чистит плохо. До этого был более дорогой порошок другого производителя, так что есть с чем сравнивать. Зубы я бы таким порошком кошмарным чистить не стала. В итоге выкинула."
1,И мне вместо 500 гр пришло 100 гр. Рассчитано на невнимательность покупателя? Естественно отказ.
1,"И мне пришла просрочка. Чья вина, производителя или магазина?"
1,И у меня пардон понос весь день от глотка данного молока
1,"И я сегодня получила просроченную пасту. Срок истек еще в октябре. Эй, работники магазина, зачем Вы здесь извинения пишите и обещаете проверку всей партии товара, если ничего этого не делается? Как Вам не стыдно! Я в следующий раз эту пасту вместе с чеком и жалобой отправлю в Роспотребнадзор, пусть Вас оштрафуют на пару миллионов. Позорище!!!"
1,"Из 24 шт в комплекте было всего 12 шт. Упаковка была сбоку порвана по шву, поэтому не обратила внимания. Не думала что магниты надо пересчитывать прямо в пункте выдачи."
1,Из 4 пришли 2....зачем так....????
1,"Из всех патчий которые я покупала, эти худшие. Тонкие, наполнение мало и жидкое. верхние патчи сохнут. Эффекта ни какого не заметила."
1,"Из двух заказанных, одна пачка была упакована в коробку, вторая - в пакет. В пакете пачка сломана и только 3 пластинки, вместо 8-ми."
1,Использую уже 2 недели. Эффекта 0. Больше не буду покупать их.
1,"Испортился, а раньше очень нравился."
1,"Истёк срок годности, прошу не учитывать процент выкупа!"
1,"К продукции, мед с живицей, были приложены фото, где показано, что в баночке пустоты, теперь фото удалены и не только мои:((, видимо производителю не нравятся подобные ситуации:((, будем делать вывод, к счастью здесь много производителей, данной продукции, будем заказывать у них!!"
1,К сожалению не вкусно. от слова совсем((
1,"К сожалению не могу ее есть, жидкая и самая невкусная паста из всех, что пробовала. Даже если как следует перемешать, во рту ощущение, что будто просто масло ешь"
1,"К сожалению пришел погнутый, для работы не пригоден"
1,"К сожалению, высушил губы за 2 раза использования до абсолютно белого цвета и ""пергаментной"" кожи ((( внимательно читала отзывы, состав перед тем, как сделать выбор - и такое разочарование (( и у сына то же самое - губка трескалась, покупала ""заживить"" - ещё больше сухости."
1,К стеклу присоски не хотят липнуть.
1,Как на вкус незнаю. Курьер доставил пасту в жутком состоянии. Неужели при формированиии доставки не видно состояние товара? Зачем такое доставлять?! Не очень приятно. Оформила возврат!
1,"Как так??? Куда делась вся начинка? Просто в шоке!!! знаю как должно быть, а тут просто...нет комментариев!!! Больше не закажу"
1,"Как это называется, всего 7 магнитов, и даже не из одной сказки."
1,Как я могу вернуть свои деньги и ваш неликвид?
1,Как я писала ранее что база ужасна !На 3й день слезает пленкой .Вообще у меня такое впервые .
1,"Качество изменилось по сравнению с тем, которое я покупал в супермаркетах.  Протеин даже не похож на вкус клубники, а порошок выглядит по-другому."
1,"Качество не соответствует заявленному. Совсем не то, что на фото продавца, присмотритесь: слева - фото с сайта, справа - фото полученного товара. Плюс ко всему (точнее, минус)))))- края неровные, местами острые, металл на срезе тёмный, неоднородный. Не понимаю, когда пишут хвалебные отзывы, если на самом деле ""не то пальто""..."
1,"Кислит, горчит, очень жидкий, состав не указан! Привкус старых орехов! Вообще все, что могло быть плохо, все в комплексе!"
1,"Когда заказывала этот шампунь, в карточке товара не было полного состава, но производитель утверждал, что в шампуне нет синтетических отдушек и резкого аромата. После покупки обнаружила парфюм в составе, указанном на флаконе шампуня. При вскрытии флакона, в процессе мытья волос и даже после высыхания волос чувствуется сильная парфюмерная отдушка. Шампунь хорошо промывает волосы, но из-за сильной синтетической отдушки этот шампунь нельзя использовать аллергикам и астматикам. Деньги на ветер."
1,"Когда открыли банку, то увидели товар в таком виде."
1,Колесико и боковые кнопки крайне плохие. В принципе что еще ожидать от мыши за 300 руб.
1,Количество - 11 штук. Брак. Зря потраченные деньги. Не рекомендую!
1,"Кора хорошая!
Но!!! Пакет в разорванном виде, низ на скотче, из 3-х литров заказанной коры, пришла половина.
Безобразие! И разочарование!"
1,"Кораллы не выросли  ,не было пипеток ("
1,"Корм прекрасный к нему претензий ,состав великолепный !
Заказываю регулярно .Но в этот раз пришлось платить доставку 200₽ 
Корм я естественно выкупила .
Причину платной доставки в пункте самовывоза мне объяснить не смогли, операторы игнориют сообщения в мессенджерах ,линия вечно занята ,может хоть тут заметят !
P.S.
Мой процент выкупа равен 100%

Если каждый раз придётся платить не понятную доставку ,буду вынуждена отказаться от данного корма и wildberries в целом !"
